Subject,StimulusIndex,Region,RegionID,Division,PostDCA,FCShift,NTimepoints,SpotNeuronCount,StimNeuronCount,Definition
12,3,lPrT,26,Di,-0.760839251044076,1.239332279504079,1196,407,407,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,3,lTh,30,Di,-0.27932436463978083,1.956954767402872,1196,1186,1186,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,3,rHb,52,Di,1.269284446459516,3.358356804035449,1196,260,260,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,3,rPT,60,Di,0.6955220273189893,1.7671473349921765,1196,407,407,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,3,rPrT,62,Di,-0.8729101402526896,1.477819105890119,1196,577,577,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,3,rTh,66,Di,0.12267948011021526,1.7071666268231322,1196,1297,1297,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,3,lTS,32,Mes,-0.038289558822681,2.1089520111515476,1196,404,404,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,3,lTeO,29,Mes,-0.22102994971595435,1.9462763531226779,1196,6182,6182,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,3,rTS,68,Mes,-0.0707917864782934,2.7409574910014873,1196,130,130,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
12,3,rTeO,65,Mes,-0.9360345644680327,1.7416002923241425,1196,7358,7358,sqrt(sum_j((FC_stimulus_ij - FC_spot_ij)^2)); diagonal excluded
